a|\ˈā\
accord|\ə-ˈkȯrd\
accordance|\ə-ˈkȯr-dən(t)s\
accordant|\-dənt\
accordantly|\-dənt\
accorded|\ə-ˈkȯrd\
according|\ə-ˈkȯrd\
accordingly|\ə-ˈkȯr-diŋ-lē\
accordion|\ə-ˈkȯr-dē-ən\
accordionist|\ə-ˈkȯr-dē-ən\
accordionists|\ə-ˈkȯr-dē-ən\
accordions|\ə-ˈkȯr-dē-ən\
accords|\ə-ˈkȯrd\
accost|\ə-ˈkȯst, -ˈkäst\
accosted|\ə-ˈkȯst, -ˈkäst\
accosting|\ə-ˈkȯst, -ˈkäst\
accosts|\ə-ˈkȯst, -ˈkäst\
account|\ə-ˈkau̇nt\
accountability|\ə-ˌkau̇n-tə-ˈbi-lə-tē\
accountable|\ə-ˈkau̇n-tə-bəl\
accountableness|\ə-ˈkau̇n-tə-bəl\
accountably|\ə-ˈkau̇n-tə-bəl\
accountancy|\ə-ˈkau̇n-tən(t)-sē\
accountant|\ə-ˈkau̇n-tənt\
accountants|\ə-ˈkau̇n-tənt\
accountantship|\ə-ˈkau̇n-tənt\
accounted|\ə-ˈkau̇nt\
accounting|\ə-ˈkau̇n-tiŋ\
accounts|\ə-ˈkau̇nt\
accouter|\ə-ˈkü-tər\
accoutered|\ə-ˈkü-tər\
accoutering|\ə-ˈkü-tər\
accouterment|\ə-ˈkü-trə-mənt, -ˈkü-tər-mənt\
accouterments|\ə-ˈkü-trə-mənt, -ˈkü-tər-mənt\
accouters|\ə-ˈkü-tər\
accoutred|\ə-ˈkü-tər\
accoutrement|\ə-ˈkü-trə-mənt, -ˈkü-tər-mənt\
accoutres|\ə-ˈkü-tər\
accoutring|\ə-ˈkü-tər\
accredit|\ə-ˈkre-dət\
accreditation|\ə-ˈkre-dət\
accredited|\ə-ˈkre-dət\
accrediting|\ə-ˈkre-dət\
accredits|\ə-ˈkre-dət\
accrete|\ə-ˈkrēt\
accreted|\ə-ˈkrēt\
accretes|\ə-ˈkrēt\
accreting|\ə-ˈkrēt\
accretion|\ə-ˈkrē-shən\
accretionary|\ə-ˈkrē-shən\
accretions|\ə-ˈkrē-shən\
accruable|\ə-ˈkrü\
accrual|\ə-ˈkrü-əl\
accruals|\ə-ˈkrü-əl\
accrue|\ə-ˈkrü\
accrued|\ə-ˈkrü\
accruement|\ə-ˈkrü\
accrues|\ə-ˈkrü\
accruing|\ə-ˈkrü\
acculturate|\ə-ˈkəl-chə-ˌrāt, a-\
acculturation|\ə-ˌkəl-chə-ˈrā-shən, a-\
acculturational|\ə-ˌkəl-chə-ˈrā-shən, a-\
acculturative|\ə-ˌkəl-chə-ˈrā-shən, a-\
accumulate|\ə-ˈkyü-m(y)ə-ˌlāt\
accumulated|\ə-ˈkyü-m(y)ə-ˌlāt\
accumulates|\ə-ˈkyü-m(y)ə-ˌlāt\
accumulating|\ə-ˈkyü-m(y)ə-ˌlāt\
accumulation|\ə-ˌkyü-m(y)ə-ˈlā-shən\
accumulations|\ə-ˌkyü-m(y)ə-ˈlā-shən\
accumulative|\ə-ˈkyü-m(y)ə-ˌlā-tiv, -lə-\
accumulatively|\ə-ˈkyü-m(y)ə-ˌlā-tiv, -lə-\
accumulativeness|\ə-ˈkyü-m(y)ə-ˌlā-tiv, -lə-\
accumulator|\ə-ˈkyü-m(y)ə-ˌlā-tər\
accumulators|\ə-ˈkyü-m(y)ə-ˌlā-tər\
accuracies|\ˈa-kyə-rə-sē, ˈa-k(ə-)rə-\
accuracy|\ˈa-kyə-rə-sē, ˈa-k(ə-)rə-\
accurate|\ˈa-kyə-rət, ˈa-k(ə-)rət\
accurately|\ˈa-kyə-rət, ˈa-k(ə-)rət\
accurateness|\ˈa-kyə-rət, ˈa-k(ə-)rət\
accursed|\ə-ˈkərst, -ˈkər-səd\
accursedly|\ə-ˈkərst, -ˈkər-səd\
accursedness|\ə-ˈkərst, -ˈkər-səd\
accusal|\ə-ˈkyü-zəl\
accusals|\ə-ˈkyü-zəl\
accusation|\ˌa-kyə-ˈzā-shən, -(ˌ)kyü-\
accusations|\ˌa-kyə-ˈzā-shən, -(ˌ)kyü-\
accusative|\ə-ˈkyü-zə-tiv\
accusatives|\ə-ˈkyü-zə-tiv\
accusatory|\ə-ˈkyü-zə-ˌtȯr-ē\
accuse|\ə-ˈkyüz\
accuser|\ə-ˈkyüz\
accusers|\ə-ˈkyüz\
accuses|\ə-ˈkyüz\
accusing|\ə-ˈkyüz\
accusingly|\ə-ˈkyüz\
accustom|\ə-ˈkəs-təm\
accustomed|\ə-ˈkəs-təmd\
accustoming|\ə-ˈkəs-təm\
accustoms|\ə-ˈkəs-təm\
ace|\ˈās\
aced|\ˈās\
acerb|\ə-ˈsərb, a-\
acerbate|\ˈa-sər-ˌbāt\
acerbated|\ˈa-sər-ˌbāt\
acerbates|\ˈa-sər-ˌbāt\
acerbating|\ˈa-sər-ˌbāt\
acerber|\ə-ˈsərb, a-\
acerbest|\ə-ˈsərb, a-\
acerbic|\ə-ˈsər-bik, a-\
acerbities|\-bə-tē\
acerbity|\-bə-tē\
acerola|\ˌa-sə-ˈrō-lə\
aces|\ˈās\
acetaldehyde|\ˌa-sə-ˈtal-də-ˌhīd\
acetaminophen|\ə-ˌsē-tə-ˈmi-nə-fən, ˌa-sə-tə-\
acetanilide|\ˌa-sə-ˈta-nə-ˌlīd, -ləd\
acetate|\ˈa-sə-ˌtāt\
acetates|\ˈa-sə-ˌtāt\
acetic|\ə-ˈsē-tik-\
acetified|\ə-ˈsē-tə-ˌfī, -ˈse-\
acetifies|\ə-ˈsē-tə-ˌfī, -ˈse-\
acetify|\ə-ˈsē-tə-ˌfī, -ˈse-\
acetifying|\ə-ˈsē-tə-ˌfī, -ˈse-\
acetone|\ˈa-sə-ˌtōn\
acetones|\ˈa-sə-ˌtōn\
acetonic|\ˈa-sə-ˌtōn\
acetylcholine|\ə-ˌse-təl-ˈkō-ˌlēn, -ˌsē-; ˈa-sə-ˌtēl-\
acetylene|\ə-ˈse-təl-ən, -təl-ˌēn\
acetylsalicylic|\ə-ˈsē-təl-ˌsa-lə-ˌsi-lik-\
ache|\ˈāk\
ached|\ˈāk\
achene|\ə-ˈkēn\
achenes|\ə-ˈkēn\
aches|\ˈāk\
achier|\ˈā-kē\
achiest|\ˈā-kē\
achievable|\ə-ˈchēv\
achieve|\ə-ˈchēv\
achievement|\ə-ˈchēv-mənt\
achievements|\ə-ˈchēv-mənt\
achiever|\ə-ˈchēv\
achievers|\ə-ˈchēv\
achieves|\ə-ˈchēv\
achieving|\ə-ˈchēv\
achilles|\ə-ˈki-lēz\
achiness|\ˈā-kē\
aching|\ˈā-kiŋ\
achingly|\-lē\
achoo|\ä-ˈchü\
achromat|\ˈa-krə-ˌmat\
achromatic|\ˌa-krə-ˈma-tik, (ˌ)ā-\
achromatically|\ˌa-krə-ˈma-tik, (ˌ)ā-\
achromatism|\ˌa-krə-ˈma-tik, (ˌ)ā-\
achromats|\ˈa-krə-ˌmat\
achy|\ˈā-kē\
acid|\ˈa-səd\
acidhead|\-ˌhed\
acidheads|\-ˌhed\
acidic|\ə-ˈsi-dik, a-\
acidifiable|\ə-ˌsid-ə-ˈfī-ə-bəl, a-\
acidification|\-ˌfī\
acidified|\-ˌfī\
acidifier|\ə-ˈsi-də-ˌfī(-ə)r, a-\
acidifiers|\ə-ˈsi-də-ˌfī(-ə)r, a-\
acidifies|\-ˌfī\
acidify|\-ˌfī\
acidifying|\-ˌfī\
acidities|\ə-ˈsi-də-tē, a-\
acidity|\ə-ˈsi-də-tē, a-\
acidly|\ˈa-səd\
acidness|\ˈa-səd\
acidophilus|\ˌa-sə-ˈdä-f(ə-)ləs\
acidoses|\ˌa-sə-ˈdō-səs\
acidosis|\ˌa-sə-ˈdō-səs\
acidotic|\ˌa-sə-ˈdō-səs\
acids|\ˈa-səd\
acidulate|\ə-ˈsi-jə-ˌlāt\
acidulated|\ə-ˈsi-jə-ˌlāt\
acidulates|\ə-ˈsi-jə-ˌlāt\
acidulating|\ə-ˈsi-jə-ˌlāt\
acidulation|\ə-ˈsi-jə-ˌlāt\
acidulous|\ə-ˈsi-jə-ləs\
acidy|\ˈa-səd\
acing|\ˈās\
acknowledge|\ik-ˈnä-lij, ak-\
acknowledged|\-lijd\
acknowledgedly|\-lijd\
acknowledgement|\ik-ˈnä-lij-mənt, ak-\
acknowledgements|\ik-ˈnä-lij-mənt, ak-\
acknowledges|\ik-ˈnä-lij, ak-\
acknowledging|\ik-ˈnä-lij, ak-\
acknowledgment|\ik-ˈnä-lij-mənt, ak-\
acknowledgments|\ik-ˈnä-lij-mənt, ak-\
acme|\ˈak-mē\
acmes|\ˈak-mē\
acne|\ˈak-nē\
acned|\ˈak-nē\
acnes|\ˈak-nē\
acolyte|\ˈa-kə-ˌlīt, -kō-\
acolytes|\ˈa-kə-ˌlīt, -kō-\
aconite|\ˈa-kə-ˌnīt\
aconites|\ˈa-kə-ˌnīt\
acorn|\ˈā-ˌkȯrn, -kərn\
acorns|\ˈā-ˌkȯrn, -kərn\
acoustic|\ə-ˈküs-tik\
acoustical|\ə-ˈküs-tik\
acoustically|\ə-ˈküs-tik\
acoustics|\ə-ˈküs-tiks\
acquaint|\ə-ˈkwānt\
acquaintance|\ə-ˈkwān-tən(t)s\
acquaintances|\ə-ˈkwān-tən(t)s\
acquaintanceship|\ə-ˈkwān-tən(t)s\
acquaintanceships|\ə-ˈkwān-tən(t)s\
acquainted|\ə-ˈkwānt\
acquainting|\ə-ˈkwānt\
acquaints|\ə-ˈkwānt\
acquiesce|\ˌa-kwē-ˈes\
acquiesced|\ˌa-kwē-ˈes\
acquiescence|\-ˈe-sən(t)s\
acquiescent|\-ˈe-sənt\
acquiescently|\-ˈe-sənt\
acquiesces|\ˌa-kwē-ˈes\
acquiescing|\ˌa-kwē-ˈes\
acquirable|\ə-ˈkwī-rə-bəl\
acquire|\ə-ˈkwī(-ə)r\
acquired|\ə-ˈkwī(-ə)r\
acquirement|\ə-ˈkwī(-ə)r-mənt\
acquirements|\ə-ˈkwī(-ə)r-mənt\
acquirer|\ə-ˈkwī(-ə)r-ər\
acquirers|\ə-ˈkwī(-ə)r-ər\
acquires|\ə-ˈkwī(-ə)r\
acquiring|\ə-ˈkwī(-ə)r\
acquisition|\ˌa-kwə-ˈzi-shən\
acquisitions|\ˌa-kwə-ˈzi-shən\
acquisitive|\ə-ˈkwi-zə-tiv\
acquisitively|\ə-ˈkwi-zə-tiv\
acquisitiveness|\ə-ˈkwi-zə-tiv\
acquit|\ə-ˈkwit\
acquits|\ə-ˈkwit\
acquittal|\ə-ˈkwi-təl\
acquittals|\ə-ˈkwi-təl\
acquitted|\ə-ˈkwit\
acquitter|\ə-ˈkwit\
acquitting|\ə-ˈkwit\
acre|\ˈā-kər\
acreage|\ˈā-k(ə-)rij\
acreages|\ˈā-k(ə-)rij\
acres|\ˈā-kər\
acrid|\ˈa-krəd\
acrider|\ˈa-krəd\
acridest|\ˈa-krəd\
acridities|\ˈa-krəd\
acridity|\ˈa-krəd\
acridly|\ˈa-krəd\
acridness|\ˈa-krəd\
acrimonies|\ˈa-krə-ˌmō-nē\
acrimonious|\ˌa-krə-ˈmō-nē-əs\
acrimoniously|\ˌa-krə-ˈmō-nē-əs\
acrimoniousness|\ˌa-krə-ˈmō-nē-əs\
acrimony|\ˈa-krə-ˌmō-nē\
acrobat|\ˈa-krə-ˌbat\
acrobatic|\ˈa-krə-ˌbat\
acrobatically|\ˈa-krə-ˌbat\
acrobatics|\ˌa-krə-ˈba-tiks\
acrobats|\ˈa-krə-ˌbat\
acromegalic|\ˌa-krō-ˈme-gə-lē\
acromegalies|\ˌa-krō-ˈme-gə-lē\
acromegaly|\ˌa-krō-ˈme-gə-lē\
acronym|\ˈa-krə-ˌnim\
acronyms|\ˈa-krə-ˌnim\
acrophobia|\ˌa-krə-ˈfō-bē-ə\
acropolis|\ə-ˈkrä-pə-ləs\
acropolises|\ə-ˈkrä-pə-ləs\
across|\ə-ˈkrȯs, chiefly dialect -ˈkrȯst\
acrostic|\ə-ˈkrȯs-tik, -ˈkräs-\
acrostically|\ə-ˈkrȯs-tik, -ˈkräs-\
acrostics|\ə-ˈkrȯs-tik, -ˈkräs-\
acrylate|\ˈa-krə-ˌlāt\
acrylic|\ə-ˈkri-lik\
acrylics|\ə-ˈkri-lik\
act|\ˈakt\
actable|\ˈakt\
acted|\ˈakt\
actin|\ˈak-tən\
acting|\ˈak-tiŋ\
actings|\ˈak-tiŋ\
actinic|\ak-ˈti-nik\
actinically|\ak-ˈti-nik\
actinide|\ˈak-tə-ˌnīd\
actinides|\ˈak-tə-ˌnīd\
actinium|\ak-ˈti-nē-əm\
actiniums|\ak-ˈti-nē-əm\
action|\ˈak-shən\
actionable|\ˈak-sh(ə-)nə-bəl\
actions|\ˈak-shən\
activate|\ˈak-tə-ˌvāt\
activated|\ˈak-tə-ˌvāt\
activates|\ˈak-tə-ˌvāt\
activating|\ˈak-tə-ˌvāt\
activation|\ˈak-tə-ˌvāt\
activations|\ˈak-tə-ˌvāt\
activator|\ˈak-tə-ˌvāt\
activators|\ˈak-tə-ˌvāt\
active|\ˈak-tiv\
actively|\ˈak-tiv\
activeness|\ˈak-tiv\
actives|\ˈak-tiv\
activism|\ˈak-ti-ˌvi-zəm\
activisms|\ˈak-ti-ˌvi-zəm\
activist|\ˈak-ti-ˌvi-zəm\
activistic|\ˈak-ti-ˌvi-zəm\
activists|\ˈak-ti-ˌvi-zəm\
activities|\ak-ˈti-və-tē\
activity|\ak-ˈti-və-tē\
actomyosin|\ˌak-tə-ˈmī-ə-sən\
actor|\ˈak-tər also -ˌtȯr\
actorish|\ˈak-tər also -ˌtȯr\
actors|\ˈak-tər also -ˌtȯr\
actress|\ˈak-trəs\
actresses|\ˈak-trəs\
acts|\ˈakts\
actual|\ˈak-ch(ə-w)əl, -sh(ə-w)əl; -chü-əl, -shü-\
actualities|\ˌak-chə-ˈwa-lə-tē, ˌak-shə-\
actuality|\ˌak-chə-ˈwa-lə-tē, ˌak-shə-\
actualization|\ˈak-ch(ə-w)ə-ˌlīz, -sh(ə-w)ə-ˌlīz\
actualize|\ˈak-ch(ə-w)ə-ˌlīz, -sh(ə-w)ə-ˌlīz\
actualized|\ˈak-ch(ə-w)ə-ˌlīz, -sh(ə-w)ə-ˌlīz\
actualizes|\ˈak-ch(ə-w)ə-ˌlīz, -sh(ə-w)ə-ˌlīz\
actualizing|\ˈak-ch(ə-w)ə-ˌlīz, -sh(ə-w)ə-ˌlīz\
actually|\ˈak-ch(ə-w)ə-lē, -sh(ə-w)ə-lē; ˈaksh-lē, ˈaks-\
actuarial|\ˌak-chə-ˈwer-ē-əl, -shə-\
actuary|\ˈak-chə-ˌwer-ē, -shə-, -ˌwe-rē-\
actuate|\ˈak-chə-ˌwāt, -shə-\
actuated|\ˈak-chə-ˌwāt, -shə-\
actuates|\ˈak-chə-ˌwāt, -shə-\
actuating|\ˈak-chə-ˌwāt, -shə-\
actuation|\ˈak-chə-ˌwāt, -shə-\
actuator|\ˈak-chə-ˌwā-tər, -shə-\
actuators|\ˈak-chə-ˌwā-tər, -shə-\
acuities|\ə-ˈkyü-ə-tē, a-\
acuity|\ə-ˈkyü-ə-tē, a-\
acumen|\ə-ˈkyü-mən, ˈa-kyə-mən\
acumens|\ə-ˈkyü-mən, ˈa-kyə-mən\
acupuncture|\-ˌpəŋ(k)-chər\
acupuncturist|\-ˌpəŋ(k)-chər\
acupuncturists|\-ˌpəŋ(k)-chər\
acute|\ə-ˈkyüt\
acutely|\ə-ˈkyüt\
acuteness|\ə-ˈkyüt\
acuter|\ə-ˈkyüt\
acutest|\ə-ˈkyüt\
ad|\ˈad\
adage|\ˈa-dij\
adages|\ˈa-dij\
adagio|\ə-ˈdä-j(ē-ˌ)ō, ä-, -zh(ē-ˌ)ō\
adagios|\ə-ˈdä-j(ē-ˌ)ō, ä-, -zh(ē-ˌ)ō\
adam|\ˈa-dəm\
adamance|\ˈa-də-mən(t)s\
adamances|\ˈa-də-mən(t)s\
adamancies|\-mən(t)-sē\
adamancy|\-mən(t)-sē\
adamant|\ˈa-də-mənt, -ˌmant\
adamantine|\ˌa-də-ˈman-ˌtēn, -ˌtīn, -ˈman-tən\
adamantly|\ˈa-də-mənt, -ˌmant\
adamants|\ˈa-də-mənt, -ˌmant\
adams|\ˈa-dəmz\
adapt|\ə-ˈdapt, a-\
adaptability|\ə-ˈdap-tə-bəl, a-\
adaptable|\ə-ˈdap-tə-bəl, a-\
adaptation|\ˌa-ˌdap-ˈtā-shən, -dəp-\
adaptations|\ˌa-ˌdap-ˈtā-shən, -dəp-\
adapted|\ə-ˈdapt, a-\
adapter|\ə-ˈdap-tər, a-\
adapters|\ə-ˈdap-tər, a-\
adapting|\ə-ˈdapt, a-\
adaption|\ə-ˈdap-shən, a-\
adaptions|\ə-ˈdap-shən, a-\
adaptive|\ə-ˈdap-tiv, a-\
adaptively|\ə-ˈdap-tiv, a-\
adaptiveness|\ə-ˈdap-tiv, a-\
adaptometer|\-ˈtäm-ə-trē\
adaptor|\ə-ˈdap-tər, a-\
adaptors|\ə-ˈdap-tər, a-\
adapts|\ə-ˈdapt, a-\
add|\ˈad\
addable|\ˈad\
addax|\ˈa-ˌdaks\
added|\ˈad\
addend|\ˈa-ˌdend, ə-ˈdend\
addenda|\ə-ˈden-dəm\
addends|\ˈa-ˌdend, ə-ˈdend\
addendum|\ə-ˈden-dəm\
adder|\ˈa-dər\
adders|\ˈa-dər\
addible|\ˈad\
addict|\ə-ˈdikt\
addicted|\ə-ˈdikt\
addicting|\ə-ˈdikt\
addiction|\ə-ˈdik-shən, a-\
addictions|\ə-ˈdik-shən, a-\
addictive|\-ˈdik-tiv\
addicts|\ə-ˈdikt\
adding|\ˈad\
addison|\ˈa-də-sən\
addition|\ə-ˈdi-shən, a-\
additional|\-ˈdish-nəl, -ˈdi-shə-nəl\
additionally|\-ˈdish-nə-lē, -ˈdi-shən-lē, ˈdi-shə-nəl-ē\
additions|\ə-ˈdi-shən, a-\
additive|\ˈa-də-tiv\
additives|\ˈa-də-tiv\
addle|\ˈa-dəl\
addled|\ˈa-dəl\
addles|\ˈa-dəl\
addling|\ˈa-dəl\
address|\ə-ˈdres, a- also ˈa-ˌdres\
addressability|\ə-ˈdre-sə-bəl\
addressable|\ə-ˈdre-sə-bəl\
addressed|\ə-ˈdres, a- also ˈa-ˌdres\
addressee|\ˌa-ˌdre-ˈsē, ə-\
addressees|\ˌa-ˌdre-ˈsē, ə-\
addresser|\ə-ˈdres, a- also ˈa-ˌdres\
addressers|\ə-ˈdres, a- also ˈa-ˌdres\
addresses|\ə-ˈdres, a- also ˈa-ˌdres\
addressing|\ə-ˈdres, a- also ˈa-ˌdres\
adds|\ˈad\
adduce|\ə-ˈdüs also -ˈdyüs\
adduced|\ə-ˈdüs also -ˈdyüs\
adducers|\ə-ˈdüs also -ˈdyüs\
adduces|\ə-ˈdüs also -ˈdyüs\
adducing|\ə-ˈdüs also -ˈdyüs\
adduct|\ə-ˈdəkt, a-\
adducted|\ə-ˈdəkt, a-\
adducting|\ə-ˈdəkt, a-\
adduction|\ə-ˈdək-shən, a-\
adductor|\-ˈdək-tər\
adductors|\-ˈdək-tər\
adenine|\ˈa-də-ˌnēn\
adenoid|\ˈa-də-ˌnȯid, ˈad-ˌnȯid\
adenoidal|\ˌa-də-ˈnȯi-dəl\
adenoids|\ˈa-də-ˌnȯid, ˈad-ˌnȯid\
adenosine|\ə-ˈde-nə-ˌsēn, -sən\
adept|\ˈa-ˌdept, ə-ˈdept, a-ˈ\
adepter|\ˈa-ˌdept, ə-ˈdept, a-ˈ\
adeptest|\ˈa-ˌdept, ə-ˈdept, a-ˈ\
adeptly|\ˈa-ˌdept, ə-ˈdept, a-ˈ\
adeptness|\ˈa-ˌdept, ə-ˈdept, a-ˈ\
adepts|\ˈa-ˌdept, ə-ˈdept, a-ˈ\
adequacies|\ˈa-di-kwə-sē\
adequacy|\ˈa-di-kwə-sē\
adequate|\ˈa-di-kwət\
adequately|\ˈa-di-kwət\
adequateness|\ˈa-di-kwət\
adhere|\ad-ˈhir, əd-\
adhered|\ad-ˈhir, əd-\
adherence|\-ˈhir-ən(t)s\
adherent|\ad-ˈhir-ənt, əd-\
adherents|\ad-ˈhir-ənt, əd-\
adheres|\ad-ˈhir, əd-\
adhering|\ad-ˈhir, əd-\
adhesion|\ad-ˈhē-zhən, əd-\
adhesional|\ad-ˈhē-zhən, əd-\
adhesions|\ad-ˈhē-zhən, əd-\
adhesive|\-ˈhē-siv, -ziv\
adhesively|\-ˈhē-siv, -ziv\
adhesiveness|\-ˈhē-siv, -ziv\
adhesives|\-ˈhē-siv, -ziv\
adiabatic|\ˌa-dē-ə-ˈba-tik, ˌā-ˌdī-ə-\
adiabatically|\ˌa-dē-ə-ˈba-tik, ˌā-ˌdī-ə-\
adieu|\ə-ˈdü, a-, -ˈdyü\
adieus|\ə-ˈdü, a-, -ˈdyü\
adieux|\ə-ˈdü, a-, -ˈdyü\
adios|\ˌä-dē-ˈōs, ˌa-\
adipose|\ˈa-də-ˌpōs\
adiposis|\-ˌsēz\
adiposities|\ˈa-də-ˌpōs\
adiposity|\ˈa-də-ˌpōs\
adit|\ˈa-dət\
adits|\ˈa-dət\
adjacency|\ə-ˈjā-sən(t)-sē\
adjacent|\ə-ˈjā-sənt\
adjacently|\ə-ˈjā-sənt\
adjectival|\ˌa-jik-ˈtī-vəl\
adjectivally|\ˌa-jik-ˈtī-vəl\
adjective|\ˈa-jik-tiv also ˈa-jə-tiv\
adjectives|\ˈa-jik-tiv also ˈa-jə-tiv\
adjoin|\ə-ˈjȯin, a-\
adjoined|\ə-ˈjȯin, a-\
adjoins|\ə-ˈjȯin, a-\
adjoint|\ˈa-ˌjȯint\
adjoints|\ˈa-ˌjȯint\
adjourn|\ə-ˈjərn\
adjourned|\ə-ˈjərn\
adjourning|\ə-ˈjərn\
adjournment|\-mənt\
adjournments|\-mənt\
adjourns|\ə-ˈjərn\
adjudge|\ə-ˈjəj\
adjudged|\ə-ˈjəj\
adjudges|\ə-ˈjəj\
adjudging|\ə-ˈjəj\
adjudicate|\ə-ˈjü-di-ˌkāt\
adjudicated|\ə-ˈjü-di-ˌkāt\
adjudicates|\ə-ˈjü-di-ˌkāt\
adjudicating|\ə-ˈjü-di-ˌkāt\
adjudication|\ə-ˌjü-di-ˈkā-shən\
adjudications|\ə-ˌjü-di-ˈkā-shən\
adjudicative|\ə-ˈjü-di-ˌkāt\
adjudicator|\ə-ˈjü-di-ˌkāt\
adjudicators|\ə-ˈjü-di-ˌkāt\
adjudicatory|\ə-ˈjü-di-ˌkāt\
adjunct|\ˈa-ˌjəŋ(k)t\
adjunctive|\ˈa-ˌjəŋ(k)t\
adjunctly|\ˈa-ˌjəŋ(k)t\
adjuncts|\ˈa-ˌjəŋ(k)t\
adjuration|\ˌa-jə-ˈrā-shən\
adjurations|\ˌa-jə-ˈrā-shən\
adjuratory|\ˌa-jə-ˈrā-shən\
adjure|\ə-ˈju̇r\
adjured|\ə-ˈju̇r\
adjures|\ə-ˈju̇r\
adjuring|\ə-ˈju̇r\
adjust|\ə-ˈjəst\
adjustable|\ə-ˈjəst\
adjuster|\ə-ˈjəs-tər\
adjusters|\ə-ˈjəs-tər\
adjusting|\ə-ˈjəst\
adjustment|\ə-ˈjəs(t)-mənt\
adjustments|\ə-ˈjəs(t)-mənt\
adjustor|\ə-ˈjəs-tər\
adjustors|\ə-ˈjəs-tər\
adjusts|\ə-ˈjəst\
adjutancy|\ˈa-jə-tən(t)-sē\
adjutant|\ˈa-jə-tənt\
adjutants|\ˈa-jə-tənt\
adman|\ˈad-ˌman\
admen|\ˈad-ˌman\
administer|\əd-ˈmi-nə-stər\
administered|\əd-ˈmi-nə-stər\
administering|\əd-ˈmi-nə-stər\
administers|\əd-ˈmi-nə-stər\
administrable|\əd-ˈmi-nə-stər\
administrant|\əd-ˈmi-nə-stər\
administrants|\əd-ˈmi-nə-stər\
administrate|\-ˌstrāt\
administrated|\-ˌstrāt\
administrates|\-ˌstrāt\
administrating|\-ˌstrāt\
administration|\əd-ˌmi-nə-ˈstrā-shən, (ˌ)ad-\
administrations|\əd-ˌmi-nə-ˈstrā-shən, (ˌ)ad-\
administrative|\əd-ˈmi-nə-ˌstrā-tiv, -strə-\
administratively|\əd-ˈmi-nə-ˌstrā-tiv, -strə-\
administrator|\əd-ˈmi-nə-ˌstrā-tər, -ˌstrā-ˌtȯr\
administrators|\əd-ˈmi-nə-ˌstrā-tər, -ˌstrā-ˌtȯr\
administratrices|\-ˌmi-nə-ˈstrā-triks\
administratrix|\-ˌmi-nə-ˈstrā-triks\
admirable|\ˈad-m(ə-)rə-bəl\
admirably|\ˈad-m(ə-)rə-bəl\
admiral|\ˈad-m(ə-)rəl\
admirals|\ˈad-m(ə-)rəl\
admiralties|\ˈad-m(ə-)rəl-tē\
admiralty|\ˈad-m(ə-)rəl-tē\
admiration|\ˌad-mə-ˈrā-shən\
admirations|\ˌad-mə-ˈrā-shən\
admire|\əd-ˈmī(-ə)r\
admired|\əd-ˈmī(-ə)r\
admirer|\əd-ˈmī(-ə)r\
admirers|\əd-ˈmī(-ə)r\
admires|\əd-ˈmī(-ə)r\
admiring|\əd-ˈmī(-ə)r\
admiringly|\əd-ˈmī(-ə)r\
admissibility|\əd-ˈmi-sə-bəl, ad-\
admissible|\əd-ˈmi-sə-bəl, ad-\
admission|\əd-ˈmi-shən, ad-\
admissions|\əd-ˈmi-shən, ad-\
admissive|\əd-ˈmi-shən, ad-\
admit|\əd-ˈmit, ad-\
admits|\əd-ˈmit, ad-\
admittance|\əd-ˈmi-tən(t)s, ad-\
admittances|\əd-ˈmi-tən(t)s, ad-\
admitted|\əd-ˈmit, ad-\
admittedly|\əd-ˈmi-təd-lē, ad-\
admitting|\əd-ˈmit, ad-\
admix|\ad-ˈmiks\
admixed|\ad-ˈmiks\
admixes|\ad-ˈmiks\
admixing|\ad-ˈmiks\
admixture|\ad-ˈmiks-chər\
admixtures|\ad-ˈmiks-chər\
admonish|\ad-ˈmä-nish\
admonished|\ad-ˈmä-nish\
admonisher|\ad-ˈmä-nish\
admonishes|\ad-ˈmä-nish\
admonishing|\ad-ˈmä-nish\
admonishment|\ad-ˈmä-nish\
admonishments|\ad-ˈmä-nish\
admonition|\ˌad-mə-ˈni-shən\
admonitions|\ˌad-mə-ˈni-shən\
admonitory|\əd-ˈmä-nə-ˌtȯr-ē\
ado|\ə-ˈdü\
adobe|\ə-ˈdō-bē\
adobes|\ə-ˈdō-bē\
adolescence|\ˌa-də-ˈle-sən(t)s\
adolescent|\-sənt\
adolescently|\-sənt\
adolescents|\-sənt\
adonis|\ə-ˈdä-nəs, -ˈdō-\
adopt|\ə-ˈdäpt\
adoptabilities|\ə-ˈdäpt\
adoptability|\ə-ˈdäpt\
adoptable|\ə-ˈdäpt\
adopted|\ə-ˈdäpt\
adoptee|\ə-ˌdäp-ˈtē\
adoptees|\ə-ˌdäp-ˈtē\
adopter|\ə-ˈdäpt\
adopters|\ə-ˈdäpt\
adopting|\ə-ˈdäpt\
adoption|\ə-ˈdäp-shən\
adoptions|\ə-ˈdäp-shən\
adoptive|\ə-ˈdäp-tiv\
adoptively|\ə-ˈdäp-tiv\
adopts|\ə-ˈdäpt\
adorability|\ə-ˈdȯr-ə-bəl\
adorable|\ə-ˈdȯr-ə-bəl\
adorableness|\ə-ˈdȯr-ə-bəl\
adorably|\ə-ˈdȯr-ə-bəl\
adoration|\ˌa-də-ˈrā-shən\
adore|\ə-ˈdȯr\
adored|\ə-ˈdȯr\
adorer|\ə-ˈdȯr\
